,shape,pos,count
0,",",PUNCT,15
1,.,PUNCT,7
2,Xxx,DET,2
3,Xxx,NUM,1
4,Xxx,PRON,1
5,Xxx.,PROPN,2
6,Xxxx,PROPN,2
7,Xxxxx,ADJ,1
8,Xxxxx,PROPN,9
9,other.,PUNCT,6
10,x,DET,3
11,xx,ADP,14
12,xx,AUX,1
13,xx,DET,2
14,xx,PRON,1
15,xx,SCONJ,1
16,xxx,ADJ,2
17,xxx,ADP,1
18,xxx,ADV,3
19,xxx,AUX,7
20,xxx,CCONJ,6
21,xxx,DET,12
22,xxx,NOUN,2
23,xxx,NUM,2
24,xxx,PRON,18
25,xxx,VERB,2
26,xxxx,ADJ,23
27,xxxx,ADP,5
28,xxxx,ADV,8
29,xxxx,AUX,2
30,xxxx,DET,3
31,xxxx,NOUN,32
32,xxxx,PRON,1
33,xxxx,SCONJ,2
34,xxxx,VERB,16
